Student ID,Student Name,Gender,Event Date,Age,City,Department,Event Type,Registration Date,Registration Channel,Payment Status,Attendance Status,Meal Preference,Registration Fee,Event Duration Hours,Feedback Rating
S11418,Vikram Das,Other,10-Apr-26,24,Pune,Arts,Career Fair,25/02/2026,Walk-in,Refunded,Cancelled,Vegetarian,0,6,2.0 / 5
S11676,Meena Patel,Female,12-Feb-26,18,Hyderabad,Civil Engineering,Seminar,30/12/2025,Email,Pending,cancelled,Non-Vegetarian,Rs 750,2.0 hours,4
S12401,Keerthi Rao,Other,10-Jun-26,22,Salem,Arts,Hackathon,16/05/2026,Campus Desk,Pending,Attended,No-meal,500,3,2
S11829,  Vikram Das  ,Male,1/28/2026,17,Kochi,Computer Science,Hackathon,15/12/2025,Campus Desk,waive,Absent,Vegan,0,2,1
S12081,Vikram Das,Female,7/19/2026,17,Hyderabad,Civil Engineering,Cultural Fest,3/7/2026,Mobile App,PENDING,Cancelled,Non-Vegetarian,₹300,2.5 hours,3
S10360,Vijay Menon,Female,6/22/2026,27,Madurai,Management,Sports Meet,4/5/2026,Website,PAID,Registered,No-meal,150,1,2
S12644,Ravi Patel,Female,6/7/2026,19,Madurai,Arts,workshop,24/05/2026,,Pending,Cancelled,No Meal,750,4,5
S11216,Ravi Patel,Male,9/1/2026,19,Kochi,Management,Workshop,19/08/2026,Website,PAID,ATTENDED,Vegan,300,1.5,5
S10341,Vijay Menon,MALE,28/01/2026,24,Pune,Electronics,Hackathon,6/12/2025,Campus Desk,paid,absent ,Non-Vegetarian,100,2.5,3.0 / 5
S11043,Deepa Sharma,Other,28/01/2026,20,Bengaluru,Civil Engineering,WORKSHOP,8/1/2026,Campus Desk,Pending,Absent,Vegetarian,750,2,5
S12470,Rahul Menon,Male,5-Aug-26,19,,Civil Engineering,Workshop,8/7/2026,Email,Paid,Absent,No Meal,0,3,2.0 / 5
S10047,Priya Sharma,Other,7/3/2026,21,Coimbatore,,Hackathon,7/6/2026,Email,Paid,Cancelled,Vegan,750,2.5,
S11398,Swetha Menon,FEMALE,1/5/2026,21,Madurai,Management,Sports Meet,1/1/2026,Email,Paid,Cancelled,No Meal,0,3,2
S11648,Deepa Sharma,Male,4/19/2026,26,Salem,Computer Science,Hackathon,unknown,Walk-in,Paid,Absent,No Meal,200,2.5,3
S12057,Vikram Das,Other,24/06/2026,20,Trichy,Mechanical,Cultural Fest,12/5/2026,Campus Desk,Paid,Registered,Vegetarian,750,3,2
S10291,Suresh Kumar,,21/02/2026,21,Trichy,Mechanical,Cultural Fest,14/02/2026,Website,PENDING,Attended,Vegetarian,250,1.5,4.0 / 5
S11922,Deepa Sharma,Male,14-Jul-26,22,Mysuru,Mechanical,Seminar,26/06/2026,Campus Desk,Pending,cancelled,Vegan,300,6,1
S11749,Rahul Menon ,Other,8/15/2026,21,Kochi,Arts,Hackathon,19/06/2026,Campus Desk,pending,Attended,Vegetarian,500,2.5,2.0 / 5
S10711,Suresh Kumar,Male,30/07/2026,26,  Coimbatore  ,Arts,Hackathon,12/6/2026,  Mobile App  ,Refunded,absent ,Vegan,750,1.5,2
S12381,Karthik Rao,Other,6/28/2026,23,Pune,Computer Science,Cultural Fest,14/06/2026,Email,Refunded,Registered,Vegetarian,INR 0,2.5 hr,1
S12360,Ajay Nair,female,6-Jan-26,19,Madurai,Electronics,Cultural Fest,8/12/2025,Campus Desk,Refunded,Cancelled,No-meal,200,2.5,4
S10530,Keerthi Rao,Other,4/7/2026,20,Kochi,Electronics,Career Fair,25/06/2026,Mobile App,PENDING,absent,Non-Vegetarian,750,1.5,5
S11507,Swetha Menon,Other,4/14/2026,21,Hyderabad,Management,Cultural Fest,6/3/2026,Email,waive,Absent,No Meal,200,1,1
S11040,Divya Iyer,Other,1/12/2026,27,Madurai,Management,Cultural Fest,21/11/2025,Mobile App,Pending,Registered,Non-Vegetarian,100,1.5,3
S10747,Pooja Das,Other,22-Feb-26,17,Coimbatore,Computer Science,Career Fair,12/1/2026,Campus Desk,Refunded,Cancelled,No Meal,200,1.5,5.0 / 5
S10300,Priya Sharma,FEMALE,30/01/2026,26,Coimbatore,Civil Engineering,Seminar,,Mobile App,paid,Cancelled,Non-Vegetarian,500,4,4
S10537,Keerthi Rao,Other,6/8/2026,25,Trichy,Arts,Career Fair,23/06/2026,Mobile App,Refunded,Attended,Vegan,750,1.5,4
S10993,Suresh Kumar,Female,27/01/2026,25,Trichy,Commerce,Seminar,1/12/2025,Campus Desk,Refunded,cancelled,No Meal,250 rupees,1.5 hours,5.0 / 5
S10814,Pooja Das,Male,6/28/2026,26,Chennai,Computer Science,Sports Meet,16/06/2026,Walk-in,Waived,attended,Vegan,150,1,4
S11139,Ajay Nair,Male,27-Aug-26,24,Coimbatore,Management,Career Fair,11/8/2026,Email,Paid,Attended,Vegan,200,1,5
S12627,Lakshmi Rao,Female,14-Feb-26,22,Mysuru,Management,Cultural Fest,12/1/2026,Website,paid,Cancelled,Vegetarian ,300,1.5,5.0 / 5
S10493,Arun Kumar,Male,15/06/2026,22,Bengaluru,Computer Science,Hackathon,8/5/2026,Mobile App,waive,Cancelled,Non-Vegetarian,0,1,
S11351,Priya Sharma,Male,19/06/2026,17,Trichy,Commerce,Hackathon,16/06/2026,Mobile App,Paid,Cancelled,Vegan,₹200,3.0 hours,1
S10591,Lakshmi Rao,Male,16-Apr-26,23,,Computer Science,Seminar,21/02/2026,Campus Desk,Pending,Registered,Vegetarian,750,3,3
S10521,Naveen Sharma,,20/02/2026,27,,Mechanical,SEMINAR,22/01/2026,Mobile App,Pending,Cancelled,Vegan,0,1,4
S12687,Keerthi Rao,Male,5/2/2026,23,Mysuru,Commerce,Hackathon,25/01/2026,Campus Desk,paid,Registered,Vegetarian,300,3,4.0 / 5
S12684,Arun Kumar,Male,24/07/2026,21,Madurai,Arts,Cultural Fest,4/6/2026,Campus Desk,Waived,ABSENT,Vegan,200,6,4
S11847,Anitha Nair,Other,31/07/2026,26,Pune,Management,Sports Meet,22/06/2026,Campus Desk,Waived,ATTENDED,,500,2,5
S10558,Lakshmi Rao,Male,28-Jan-26,26,Bengaluru,Commerce,Hackathon,17/01/2026,Website,Paid,Attended,Non-Vegetarian,0,1,3
S10390,Karthik Rao,Other,8/22/2026,26,Mysuru,Mechanical,Hackathon,3/8/2026,Campus Desk,Waived,absent ,No-meal,150,6,5
S10866,Vikram Das,Male,6/20/2026,24,Trichy,Electronics,Hackathon,1/6/2026,Walk-in,waive,Cancelled,Vegetarian,0,2.5,5.0 / 5
S10533,Divya Iyer,MALE,7/17/2026,26,Madurai,Civil Engineering,Sports Meet,25/06/2026,Email,Waived,Cancelled,No-meal,500,2,3
S10735,Vikram Das,Female,1/15/2026,24,Salem,Management,Sports Meet,7/1/2026,Email,Paid,Cancelled,,INR 750,2.0 hours,1
S12530,Ravi Patel, Female,1/30/2026,18,Kochi,Commerce,Career Fair,24/12/2025,Email,Pending,Registered,Vegetarian,500 rupees,4.0 hours,1
S10839,Swetha Menon,Other,16/05/2026,25,Trichy,Computer Science,Cultural Fest,28/04/2026,Mobile App,Waived,Absent,Non-Vegetarian,0,2.5,3
S10712,Rahul Menon,Other,8/22/2026,19,Trichy,Mechanical,Seminar,18/08/2026,Email,Paid,absent ,Vegetarian,₹750,2.5 hours,4.0 / 5
S10252,Vikram Das,Other,2/23/2026,19,Kochi,Civil Engineering,Career Fair,15/02/2026,Mobile App,Pending,Registered,Vegan,0,6,5.0 / 5
S10984,Deepa Sharma,Female,6/30/2026,22,Bengaluru,Civil Engineering,Hackathon,5/6/2026,Website,Pending,attended,Non-Vegetarian,INR 750,4.0 hours,4.0 / 5
S10781,Ajay Nair,,4/22/2026,19,, Arts,WORKSHOP,10/4/2026,Walk-in,Waived,Cancelled,Non-Vegetarian,150,4,2
S12414,Ajay Nair,Female,20/07/2026,26,Trichy,Mechanical,Cultural Fest,13/06/2026,Mobile App,Refunded,absent,Vegan,750,4,4
S10444,Lakshmi Rao,Male,8/8/2026,25,Mysuru,Computer Science, Cultural Fest,23/07/2026,Walk-in,Pending,Registered,Vegan,500,2,5
S10699,Naveen Sharma,Male,13/05/2026,24,Kochi,Arts,SEMINAR,17/04/2026,Website,Paid,Attended,Vegetarian,0,1.5,3
S11207,Naveen Sharma,Other,4/4/2026,18,Coimbatore,Electronics,SEMINAR,28/02/2026,Website,Refunded,Attended,No-meal,150,6,5
S12123,Keerthi Rao,Male,8/24/2026,24,Chennai,Management,Cultural Fest,26/06/2026,Walk-in,Pending,Registered,Vegan,200,1,5
S10011,Anitha Nair,Male,2/28/2026,19,Bengaluru,Civil Engineering,workshop,24/01/2026,Website,pending,Absent,No-meal,750 rupees,1.5 hours,4.0 / 5
S11647,Arun Kumar,Other,23-Jun-26,21,Pune,Arts,Workshop,4/6/2026,Website,paid,Cancelled,No-meal,150,1.5,3
S12496,Swetha Menon,Other,7/28/2026,20,Coimbatore,Mechanical,Cultural Fest,30/06/2026,Campus Desk,waive,ATTENDED,No-meal,300,1.5,3
S11389,Naveen Sharma,Female,19-Jan-26,19,Kochi,Mechanical,Hackathon,16/12/2025,Walk-in,Paid,Absent,Non-Vegetarian,200,2,2.0 / 5
S10079,Naveen Sharma,FEMALE,26/04/2026,23,,Commerce,Sports Meet,19/03/2026,Website,Refunded,attended,Non-Vegetarian,100,2.5,3
S11208,Deepa Sharma,Female,1/3/2026,19,Coimbatore,Arts,Seminar,26/02/2026,,Paid,ABSENT,No-meal,300,2,5
S10831,Ravi Patel,Male,29/03/2026,23,Mysuru,Commerce,Career Fair,14/02/2026,Email,Refunded,Absent,Vegan,150,4,5
S11045,Pooja Das,Other,2/2/2026,23,   ,Civil Engineering,Cultural Fest,8/1/2026,Website,paid,Attended,Vegetarian,100,1.5,2
S11383,Suresh Kumar,Female,4/12/2026,24,Kochi,Mechanical,Cultural Fest,17/03/2026,Mobile App,Pending,cancelled,Vegetarian,500,2,5
S11162,Vikram Das,Other,2/5/2026,23,Kochi,Civil Engineering,Sports Meet,23/01/2026,Email,Pending,Attended,Non-Vegetarian ,300,2,
S11317,Arun Kumar,Male,7/21/2026,24,Coimbatore,Civil Engineering,Hackathon,21/06/2026,Email,waive,ABSENT,No-meal,150,1,3
S11372,Naveen Sharma,Other,30-Apr-26,23,Hyderabad,Management,Career Fair,28/04/2026,Website,waive,absent,,150,1,5
S10194,Arun Kumar,,7/7/2026,22,Salem,Computer Science,Cultural Fest,25/06/2026,Campus Desk,PENDING,Registered,,0,1,2
S11779,Arun Kumar,Other,2/27/2026,23,Salem,Management,workshop,4/2/2026,Email,Pending,Registered,No-meal,Rs 250,1.0 hr,
S11980,Meena Patel,Male,23-Jan-26,22,Kochi,Mechanical,Career Fair,26/12/2025,Mobile App,Paid,cancelled,Vegan,750,4,1
S11722,Ravi Patel, Male,22/06/2026,18,Coimbatore,Commerce,Workshop,2/6/2026,Website,waive,Cancelled,Vegetarian ,500,6,5
S10439,Deepa Sharma,Other,6/27/2026,22,Chennai,Civil Engineering,Sports Meet,20/06/2026,Email,Paid,Registered,No-meal,0,2,1
S10026,Lakshmi Rao,Male,5/15/2026,19,Hyderabad,Commerce,Seminar,14/04/2026,Email,Refunded,Cancelled,Non-Vegetarian,100,2,5
S12558,Keerthi Rao,Male,10-Jan-26,18,Chennai,Arts,Cultural Fest,7/12/2025,,PAID,Cancelled,Vegetarian,200,1.5,3
S10104,Keerthi Rao,Male,9/1/2026,20,Chennai,Arts,Workshop,17/07/2026,Walk-in,Pending,Registered,Vegan,300,3,
S11137,Anitha Nair,Male,1/22/2026,25,Salem,Mechanical,Workshop,30/12/2025,Email,Pending,ATTENDED,Non-Vegetarian,100 rupees,3.0 hours,5
S12706,Arun Kumar,Male,2/22/2026,18,Coimbatore,Electronics,seminar,5/2/2026,Walk-in,waive,Registered,Vegetarian,750,2.5,2
S12408,Karthik Rao,Male,5/1/2026,22,Hyderabad,Electronics,Seminar,14/04/2026,Email,Refunded,Registered,No-meal,750,4,3
S11606,Harini Iyer,Female,4/19/2026,24,Chennai,Management,seminar,6/3/2026,Walk-in,Paid,Registered,Vegan,300,2,1
S10905,Rahul Menon,Female,10/1/2026,23,Mysuru,Civil Engineering,Career Fair,9/12/2025,Email,waive,Absent,No Meal,750,2.5,1
S11739,Deepa Sharma, Male,8/18/2026,24, Trichy,Mechanical,Cultural Fest,1/7/2026,Mobile App,Refunded,Cancelled,Non-Vegetarian,100,4,1.0 / 5
S12904,Pooja Das,Other,7/16/2026,18,Pune,Civil Engineering,Seminar,2/7/2026,Campus Desk,waive,Cancelled,No-meal,200,4,3
S11906,Karthik Rao,Female,20-Jun-26,18,Pune,  Civil Engineering  ,Seminar,30/05/2026,Email,Pending,ATTENDED,No-meal,100,3,2
S10073,Karthik Rao, Female,5/31/2026,23,Mysuru,Civil Engineering,Seminar,16/05/2026,Walk-in,waive,Attended,Vegan,0,3,3
S12773,Deepa Sharma,Other,3/5/2026,22,Mysuru,Management,Seminar,25/02/2026,Mobile App,Waived,Registered,Vegetarian,₹250,2.5 hours,3.0 / 5
S11175,Karthik Rao,Female,18-Apr-26,26,Hyderabad,Mechanical,Workshop,15/04/2026,Email,Refunded,absent ,No-meal,750,1.5,1.0 / 5
S11023,Vijay Menon,Female,7/27/2026,18,Mysuru,Computer Science,Seminar,24/07/2026,Campus Desk,waive,Registered,Vegan,300 rupees,1.5 hr,4
S11890,Keerthi Rao,Male,5/18/2026,17,Kochi,Mechanical,Cultural Fest,19/03/2026,Email,Waived,Absent,Vegetarian,150,4,5
S10457,Divya Iyer,Other,21/04/2026,17,Coimbatore,Electronics,Career Fair,2/3/2026,Mobile App,paid,Registered,No-meal,200,6,4
S10004,Vijay Menon,Male,8/29/2026,25,Coimbatore,Management,Sports Meet,19/07/2026,Mobile App,Refunded,cancelled,Vegan,₹200,4.0 hours,3.0 / 5
S12484,Ajay Nair,Female,5/29/2026,24,Trichy,,Sports Meet,19/04/2026,,pending,Attended,Vegetarian,INR 300,1.5 hours,4.0 / 5
S10928,Ravi Patel, Male,4-Jul-26,17,Madurai,Management,Hackathon,32/13/2026,Mobile App,Pending,Cancelled,Non-Vegetarian,100,1,
S11396,Ajay Nair,male,8/14/2026,26,Chennai,Arts,Career Fair,10/7/2026,Website,Refunded,Registered,Non-Vegetarian,300,1,3
S10412,Priya Sharma,Other,25-Mar-26,23,Coimbatore,Management,Sports Meet,7/2/2026,Mobile App,Refunded,cancelled,Non-Vegetarian,Rs 750,6.0 hr,1.0 / 5
S11297,Ajay Nair,Other,8-Jan-26,23,Mysuru,Management,Workshop,5/1/2026,Campus Desk,PAID,Registered,Vegan,100,6,5
S11333,Meena Patel ,Other,13-Jun-26,27,Mysuru,Arts,Seminar,26/04/2026,Walk-in,Pending,Cancelled,Vegan,300,1,4.0 / 5
S11844,Keerthi Rao,female,1/18/2026,26,Bengaluru,Civil Engineering,Sports Meet,3/12/2025,Mobile App,Refunded,Cancelled,Non-Vegetarian,0,4,1
S12753,Deepa Sharma,Other,22-May-26,26,Bengaluru,Computer Science,Seminar,6/4/2026,Walk-in,Waived,Attended,Non-Vegetarian,Rs 250,2.0 hours,2
S12905,Arun Kumar,FEMALE,21-Mar-26,27,Coimbatore,Arts,Hackathon,23/02/2026,Email,Waived,Registered,Non-Vegetarian,100,2,1
S12296,Manoj Kumar,Other,19-Apr-26,17,Trichy,Computer Science,Hackathon,9/3/2026,Email,Pending,Cancelled,,300,3,3
S12748,Lakshmi Rao,,19/05/2026,21,Bengaluru,Management,Hackathon ,20/04/2026,Mobile App,Refunded,Registered,Vegan,300,1,2
S11417,Naveen Sharma,Other,9/8/2026,23,Mysuru,Arts,Workshop,24/06/2026,Campus Desk,Refunded,Cancelled,Vegan,200,2.5,3.0 / 5
S10491,Vikram Das,Male,11-Jun-26,23,Madurai,Electronics,WORKSHOP,22/05/2026,Email,Refunded,absent,Vegan,300,1.5,1
S12300,Anitha Nair,Other,9-May-26,20,Chennai,Mechanical,Workshop,14/04/2026,Walk-in,Refunded,Attended,Vegetarian,100,6,5
S12234,Vikram Das,Male,5/9/2026,19,Bengaluru,Civil Engineering ,Hackathon,6/5/2026,Campus Desk,Pending,attended,Non-Vegetarian,200,1,5
S11391,Anitha Nair,Female,7-May-26,27,Chennai,Arts,Cultural Fest,27/04/2026,Email,Paid,cancelled,Vegan,250,6,1
S10495,Vikram Das,Female,2/4/2026,19,Hyderabad,Mechanical,Cultural Fest,25/01/2026,Walk-in,Pending,Cancelled,Vegetarian,200,1.5,5
S10707,Harini Iyer,Other,5/29/2026,19,Chennai,Computer Science,Hackathon,17/04/2026,Walk-in,waive,Absent,Vegan,150,2,5
S12397,Ajay Nair,Other,19-Mar-26,26,Bengaluru, Commerce,Cultural Fest,10/2/2026,Email,Paid,Registered,Vegetarian,300,6,1
S11855,Arun Kumar,male,1-Sep-26,22,Pune,Electronics,Cultural Fest,15/08/2026,Email,Waived,Registered,Vegetarian,300,2,3
S10614,Keerthi Rao,Other,1/28/2026,17,Bengaluru,Arts,Career Fair,22/01/2026,Walk-in,Pending,Absent,Non-Vegetarian,₹500,1.0 hr,5
S12014,Vijay Menon,Female,25-Apr-26,24,Bengaluru,Electronics,Sports Meet,5/3/2026,Campus Desk,paid,cancelled,Non-Vegetarian,150,1.5,2
S11998,Pooja Das,female,9/3/2026,22,Salem,Arts,Career Fair,20/02/2026,Campus Desk,Paid,Absent,Vegetarian,300,1.5,5.0 / 5
S11893,Vikram Das,MALE,24-May-26,19,,Arts,Cultural Fest,29/04/2026,Walk-in,Pending,Cancelled,No Meal,500,3,3.0 / 5
S10830,Swetha Menon,Female,5-Jul-26,25,Chennai,Civil Engineering,Cultural Fest,9/5/2026,Mobile App,Paid,cancelled,No-meal,200,2.5,2
S11667,Anitha Nair,Other,23/03/2026,20,Pune,Arts,Workshop,16/03/2026,Email,Waived,Cancelled,No-meal,Rs 100,1.5 hours,3
S12686,Keerthi Rao,Male,7/21/2026,25,Hyderabad,Mechanical,Career Fair ,26/06/2026,Campus Desk,Refunded,Cancelled,Vegan,250,1.5,1
S11652,Arun Kumar,Male,5/19/2026,24,Hyderabad,Arts,Career Fair,24/04/2026,Mobile App,Refunded,Cancelled,Vegan,0,1.5,4
S10650,Manoj Kumar,Male,6/13/2026,20,Mysuru,Mechanical,Seminar,29/04/2026,Walk-in,Waived,Attended,No Meal,100,1,1
S11348,Swetha Menon,MALE,27/05/2026,19,Hyderabad,Civil Engineering,Seminar,16/05/2026,Walk-in,Paid,Cancelled,Non-Vegetarian,150,6,
S12316,Deepa Sharma,Male,9-Jan-26,27,Trichy,Commerce,Cultural Fest,27/12/2025,Email,Pending,cancelled,Non-Vegetarian,750,1.5,3
S11948,Lakshmi Rao,Female,4/16/2026,20,Pune,Civil Engineering,Seminar,7/3/2026,Website,pending,Cancelled,Non-Vegetarian,0,1.5,
S12503,Pooja Das,Female,1/12/2026,22,Madurai,Mechanical,Sports Meet,27/12/2025,Campus Desk,Paid,Cancelled,Non-Vegetarian,750,3,0
S11956,Pooja Das,Other,7/6/2026,27,Trichy,Mechanical,Career Fair,26/06/2026,Walk-in,PAID,cancelled,Non-Vegetarian,750,1.5,5
S11607,Priya Sharma, Male,8/16/2026,22,Bengaluru,Civil Engineering,SEMINAR,28/06/2026,Email,Pending,ATTENDED,Vegetarian,100,1.5,2
S11725,Manoj Kumar,male,5/24/2026,26,Bengaluru,Civil Engineering,Career Fair,14/05/2026,Campus Desk,Paid,Registered,No Meal,500,2.5,0
S10429,Lakshmi Rao,Other,7/26/2026,24,Pune,Computer Science,  Sports Meet  ,5/7/2026,Mobile App,Pending,Registered,No Meal,750,6,2
S12843,Suresh Kumar,Other,2/8/2026,17,Madurai,Computer Science,Hackathon,7/1/2026,Campus Desk,pending,Cancelled,Non-Vegetarian,INR 150,1.5 hours,1
S11236,Vijay Menon,Male,10/5/2026,18,Kochi,Mechanical,Hackathon,17/03/2026,Mobile App,Pending,absent ,Vegetarian,150,2,3
S11929,Pooja Das,Male,17/03/2026,26,Bengaluru,Civil Engineering,Hackathon,23/02/2026,Mobile App,waive,Absent,  Vegan  ,300,4,4
S11612,Rahul Menon,Female,3/12/2026,22,Bengaluru,Civil Engineering,Sports Meet,11/1/2026,Campus Desk,Waived,Absent,Vegan,500,3,4
S10395,Suresh Kumar,Other,6-Aug-26,21,Kochi,Arts,Seminar,12/7/2026,Campus Desk,Pending,Registered,Non-Vegetarian,750,1,3
S10621,Meena Patel,Other,6/13/2026,26,Madurai,Commerce,Career Fair,6/6/2026,Email,Refunded,ABSENT,Vegan,500,2.5,2.0 / 5
S10434,Vijay Menon,Female,8/25/2026,26,Hyderabad,Computer Science,workshop,2/8/2026,Website,Waived,Registered,No-meal,0,1,3.0 / 5
S11787,Arun Kumar,Other,12-Jun-26,20, Chennai,Computer Science,Sports Meet,13/04/2026,Mobile App,waive,Registered,Vegan,0,2.5,3
S11791,Ajay Nair,Other,4/21/2026,22,Salem,Electronics,Sports Meet,15/04/2026,,Paid,cancelled,Non-Vegetarian,150,2.5,4
S12531,Anitha Nair,Male,29/06/2026,20,Chennai,Mechanical,Sports Meet,25/06/2026,Mobile App,Paid,Registered,Vegan,750,2.5,5
S10403,Arun Kumar,Other,12/1/2026,19,Bengaluru,Arts,Workshop,6/1/2026,Campus Desk,Pending,Registered,Vegan,INR 250,3.0 hours,3
S11611,Priya Sharma,Male,8/16/2026,17,Mysuru,Commerce,workshop,26/06/2026,Email,Pending,Absent,Vegan,300,1,2
S12740,Arun Kumar,Other,28-Jan-26,19,Madurai,Civil Engineering,Sports Meet,18/12/2025,Walk-in,Pending,cancelled,Vegan,INR 500,3.0 hr,5.0 / 5
S11164,Anitha Nair,female,6/30/2026,20,Trichy,Arts,Seminar,16/05/2026,Website,Waived,Absent,No-meal,INR 300,1.5 hours,2
S11000,Anitha Nair,Other,1/19/2026,23,Chennai,Management,Workshop,11/1/2026,Campus Desk,Refunded,Cancelled,Vegetarian,200,1,1.0 / 5
S12552,Pooja Das,Other,1-Sep-26,25,Pune,Electronics,SEMINAR,15/07/2026,Mobile App,Refunded,Absent,Vegan,250,2,3
S11111,Pooja Das,Other,28/06/2026,22,Chennai,Electronics,Career Fair,9/6/2026,Walk-in,Pending,Attended,Vegan,Rs 750,6.0 hr,1
S12935,Suresh Kumar,Female,1/8/2026,18,Mysuru,Computer Science,Sports Meet,14/11/2025,Campus Desk,Waived,Attended,Vegan,250,2.5,1
S11887,Ravi Patel,Male,13/01/2026,19,Pune,Electronics,Sports Meet,4/1/2026,Walk-in,Pending,Attended,No-meal,750,4,0
S12665,Ajay Nair,Female,27/06/2026,21,Chennai,Computer Science,Sports Meet,26/06/2026,Campus Desk,Waived,Registered,  Vegan  ,750,2.5,5
S10480,Divya Iyer,Female,5/3/2026,20,Pune,Civil Engineering,Cultural Fest,9/4/2026,Email,Pending,Attended,Vegetarian,Rs 750,1.0 hr,2
S10726,Harini Iyer,female,3/22/2026,20,Mysuru,Electronics,Seminar,19/03/2026,Campus Desk,Waived,Cancelled,No-meal,100,2.5,4.0 / 5
S11672,Karthik Rao,Male,2/24/2026,18,Mysuru,Electronics,Seminar,8/2/2026,Website,waive,Cancelled,Vegetarian,300,4,3
S11542,Arun Kumar,male,7/2/2026,18,Trichy,Arts,Cultural Fest,1/1/2026,Walk-in,Waived,Registered,Vegetarian,250,2.5,3
S10702,Rahul Menon,MALE,1/9/2026,23,Madurai,Arts,Cultural Fest,8/12/2025,Email,waive,Registered,No-meal,300,6,5.0 / 5
S12169,Pooja Das,male,3/1/2026,24,Coimbatore,Electronics,Workshop,4/1/2026,Walk-in,Refunded,Cancelled,Vegan,INR 100,2.0 hr,3
S11812,Divya Iyer,Other,3/30/2026,26,Salem,Commerce,Cultural Fest,28/03/2026,Walk-in,Waived,Registered,,150,2.5,1
S10957,Ajay Nair,Other,5/8/2026,19,Salem,Mechanical,Workshop,25/04/2026,Walk-in,Refunded,ABSENT,,INR 100,4.0 hours,3
S10217,Manoj Kumar,Male,22-Apr-26,22,Coimbatore,Electronics,Career Fair,2/3/2026,Mobile App,Waived,Registered,Vegan,300,2,5
S11726,Naveen Sharma,Other,4/17/2026,17,Madurai,Arts,Workshop,25/02/2026,Email,Pending,Absent,Non-Vegetarian,150,1.5,1
S11301,Keerthi Rao,Male,4/18/2026,21,Salem,Management,Seminar,23/03/2026,Campus Desk,Waived,absent ,Vegetarian,0,2,1.0 / 5
S10511,Keerthi Rao,Female,1/11/2026,27,Pune,Commerce,Cultural Fest,6/1/2026,Walk-in,Pending,Attended,No Meal,750,2.5,3
S11907,Lakshmi Rao,Other,15/06/2026,26,Hyderabad,Mechanical,Hackathon,21/05/2026,Mobile App,Paid,Registered,No Meal,250 rupees,2.5 hours,2
S10359,Arun Kumar,Male,3/2/2026,21,Bengaluru,Commerce,workshop,14/01/2026,Campus Desk,Paid,Cancelled,Vegan,250,1.5,1
S10737,Anitha Nair,Other,21-Aug-26,22,Coimbatore,Arts,WORKSHOP,3/8/2026,Mobile App,Pending,cancelled,No-meal,Rs 750,4.0 hr,5
S12345,Anitha Nair,Male,6/7/2026,18,Hyderabad,Management,Career Fair,22/05/2026,Website,PENDING,Attended,Vegetarian,500,2.5,2.0 / 5
S12078,Anitha Nair,Female,15/08/2026,23,Chennai,Civil Engineering,Career Fair,20/06/2026,Walk-in,Waived,absent ,Vegetarian,300,2.5,1.0 / 5
S10860,Naveen Sharma,Male,3/26/2026,23,Chennai,Computer Science,Workshop,31/01/2026,Campus Desk,Refunded,Absent,Non-Vegetarian,0,4,4.0 / 5
S10251,Manoj Kumar,,1/15/2026,26,Hyderabad,Mechanical,Career Fair,14/01/2026,Walk-in,paid,Registered,Vegetarian,Rs 500,3.0 hr,5
S11293,Karthik Rao,Other,16/07/2026,20,Chennai,Electronics,Career Fair,25/06/2026,Website,Refunded,Cancelled,No Meal,250,2,4
S11543,Lakshmi Rao,Other,8/12/2026,19,Mysuru,Arts,Cultural Fest,16/06/2026,Walk-in,waive,absent ,No Meal,300,1,5
S12866,Swetha Menon,FEMALE,6-Jan-26,23,Mysuru,Mechanical,Seminar,1/12/2025,Mobile App,Paid,Attended,No Meal,Rs 100,3.0 hr,4
S11282,Meena Patel,Other,5-Jan-26,20,Bengaluru,Mechanical,Seminar,9/11/2025,Mobile App,Paid,Absent,Vegan,200,1,1
S10094,Swetha Menon,male,5/4/2026,22,Bengaluru,Mechanical,Hackathon,1/3/2026,Campus Desk,Waived,Registered,Vegetarian,150,6,4
S12785,Priya Sharma,Female,25-May-26,17,Mysuru,Computer Science,Hackathon,30/04/2026,Email,waive,Registered,Vegetarian,Rs 250,1.5 hours,5.0 / 5
S12370,Manoj Kumar,Female,5/25/2026,18,Kochi,,Cultural Fest,1/4/2026,Email,waive,Cancelled,Non-Vegetarian,150,6,5
S11516,Suresh Kumar, Female,18-Feb-26,27,Hyderabad,Arts,Cultural Fest,12/2/2026,Email,Waived,Registered,Vegetarian,200,1,4
S10137,Divya Iyer,Male,13/07/2026,17,Mysuru,Mechanical,Hackathon,3/7/2026,Walk-in,Refunded,ATTENDED,Non-Vegetarian,250,3,5
S10292,Arun Kumar,Female,7/2/2026,17,Mysuru,Electronics,Seminar,12/5/2026,Walk-in,Refunded,ABSENT,No-meal,300,1,2
S10998,Rahul Menon,Other,1/8/2026,24,Salem,Arts,Cultural Fest,3/12/2025,Walk-in,Refunded,Attended,Non-Vegetarian,Rs 500,1.0 hours,2
S12653,Divya Iyer,Other,7/22/2026,21,Kochi,Mechanical,Hackathon,26/05/2026,Mobile App,Paid,Absent,Non-Vegetarian,INR 150,3.0 hours,5
S11750,Divya Iyer,Other,4/3/2026,23,Pune,Commerce,Seminar,7/1/2026,Walk-in,Waived,Registered,Vegetarian,0,2.5,5
