student_id,student_name,gender,event_date,age,city,department,event_type,registration_date,registration_channel,payment_status,attendance_status,meal_preference,registration_fee,event_duration_hours,feedback_rating
s10037,pooja das,female,2026-04-08,26,unknown,mechanical,cultural fest,2026-06-18,campus desk,refunded,cancelled,no-meal,250.0,2.0,2.0
s11165,keerthi rao,male,2026-05-15,23,unknown,commerce,workshop,2026-03-05,website,paid,cancelled,vegetarian,750.0,6.0,1.0
s10840,lakshmi rao,other,2026-03-31,17,hyderabad,commerce,cultural fest,2026-02-23,website,waived,cancelled,unknown,200.0,2.5,5.0
s10022,harini iyer,female,2026-03-03,27,chennai,mechanical,cultural fest,2026-01-03,email,waived,absent,non-vegetarian,200.0,2.5,3.0
s12614,meena patel,other,2026-06-06,21,bengaluru,management,cultural fest,2026-04-28,email,pending,absent,no-meal,250.0,1.5,3.0
s11738,rahul menon,other,2026-08-19,24,madurai,mechanical,sports meet,2026-07-21,campus desk,refunded,attended,unknown,200.0,3.0,3.0
s11322,vijay menon,female,2026-01-19,22,chennai,management,cultural fest,2025-05-12,walk-in,refunded,registered,non-vegetarian,300.0,6.0,2.0
s11427,rahul menon,female,2026-01-09,27,chennai,commerce,career fair,2025-11-26,website,pending,cancelled,vegan,200.0,2.5,3.0
s11490,pooja das,male,2026-04-20,22,kochi,management,seminar,2026-03-15,walk-in,waived,registered,vegan,500.0,1.5,5.0
s10003,priya sharma,female,2026-06-16,22,madurai,computer science,hackathon,2026-04-23,website,refunded,absent,no-meal,150.0,2.0,3.0
s11761,priya sharma,other,2026-08-26,27,madurai,civil engineering,cultural fest,1900-01-01,website,paid,absent,vegetarian,300.0,1.5,3.0
s10676,ajay nair,other,2026-06-21,19,unknown,management,seminar,2026-06-18,mobile app,paid,registered,vegetarian,750.0,3.0,3.0
s12638,karthik rao,other,2026-07-13,17,kochi,commerce,hackathon,2026-11-06,website,refunded,attended,vegan,750.0,3.0,5.0
s12808,arun kumar,female,2026-07-05,17,pune,management,workshop,2026-01-06,walk-in,refunded,absent,vegan,200.0,2.5,4.0
s10175,naveen sharma,female,2026-01-09,18,coimbatore,civil engineering,cultural fest,2025-02-12,walk-in,pending,absent,vegetarian,200.0,2.5,2.0
s10440,naveen sharma,male,2026-03-30,27,coimbatore,computer science,workshop,2026-03-27,email,refunded,absent,vegetarian,750.0,2.0,5.0
s12067,ravi patel,male,2026-02-12,27,pune,electronics,seminar,2026-06-02,mobile app,paid,attended,vegan,200.0,2.5,3.0
s11792,lakshmi rao,male,2026-05-22,23,hyderabad,computer science,seminar,2026-04-17,mobile app,waived,registered,vegan,200.0,4.0,1.0
s11054,ravi patel,male,2026-01-11,23,chennai,computer science,workshop,2025-11-20,website,paid,attended,non-vegetarian,200.0,1.0,4.0
s11563,meena patel,male,2026-01-10,21,coimbatore,arts,workshop,2025-12-17,walk-in,pending,attended,no-meal,750.0,4.0,2.0
s12960,karthik rao,female,2026-08-21,26,hyderabad,commerce,sports meet,2026-11-08,campus desk,paid,registered,vegetarian,100.0,4.0,4.0
s11943,harini iyer,other,2026-07-10,19,mysuru,arts,sports meet,2026-08-07,campus desk,refunded,cancelled,no-meal,500.0,2.0,3.0
s10870,vikram das,male,2026-03-22,17,madurai,management,cultural fest,2026-01-31,website,waived,cancelled,vegetarian,100.0,2.0,2.0
s12432,manoj kumar,other,2026-05-25,19,mysuru,computer science,career fair,2026-05-04,mobile app,paid,registered,non-vegetarian,200.0,6.0,2.0
s10894,manoj kumar,female,2026-06-06,20,salem,management,sports meet,2026-04-05,walk-in,waived,absent,vegan,300.0,2.0,3.0
s10526,ravi patel,other,2026-05-15,24,chennai,commerce,workshop,2026-03-30,mobile app,refunded,absent,vegan,300.0,4.0,3.0
s11395,suresh kumar,other,2026-03-26,17,mysuru,computer science,cultural fest,2026-03-21,campus desk,refunded,registered,non-vegetarian,750.0,2.5,3.0
s11508,ravi patel,female,2026-08-19,19,mysuru,management,hackathon,2026-09-08,mobile app,waived,absent,vegan,200.0,2.5,1.0
s11186,divya iyer,female,2026-07-18,24,chennai,commerce,sports meet,2026-07-15,website,pending,attended,no-meal,300.0,2.0,5.0
s12148,keerthi rao,other,2026-12-03,20,trichy,civil engineering,sports meet,2026-01-19,unknown,paid,registered,vegetarian,100.0,6.0,4.0
s11290,anitha nair,female,2026-07-21,19,pune,computer science,cultural fest,2026-06-15,walk-in,paid,registered,vegetarian,200.0,2.5,5.0
s11824,vijay menon,male,2026-07-08,21,pune,civil engineering,cultural fest,2026-09-06,walk-in,paid,registered,vegan,200.0,2.5,1.0
s10478,divya iyer,female,2026-06-16,24,coimbatore,arts,career fair,2026-05-30,email,pending,absent,vegan,250.0,1.5,3.0
s10792,arun kumar,male,2026-02-09,24,bengaluru,management,hackathon,2026-01-30,mobile app,paid,attended,no-meal,200.0,2.5,2.0
s10604,vikram das,male,2026-01-22,23,chennai,commerce,career fair,2026-04-01,walk-in,pending,attended,non-vegetarian,100.0,2.0,4.0
s11735,ajay nair,female,2026-08-05,18,chennai,arts,cultural fest,2026-07-28,campus desk,waived,absent,no-meal,100.0,1.0,3.0
s12622,rahul menon,female,2026-06-06,23,hyderabad,civil engineering,sports meet,2026-05-30,campus desk,paid,attended,vegetarian,500.0,2.0,5.0
s11497,deepa sharma,male,2026-03-15,20,trichy,unknown,hackathon,2026-02-25,website,pending,registered,non-vegetarian,200.0,2.5,4.0
s12383,harini iyer,female,2026-02-14,27,pune,management,hackathon,2026-04-01,unknown,pending,registered,vegan,200.0,2.5,3.0
s10152,swetha menon,unknown,2026-04-27,21,bengaluru,mechanical,sports meet,2026-06-03,unknown,paid,absent,non-vegetarian,100.0,6.0,4.0
s10806,rahul menon,female,2026-05-22,18,coimbatore,civil engineering,hackathon,2026-01-05,campus desk,pending,attended,no-meal,200.0,4.0,3.0
s12299,deepa sharma,female,2026-05-07,23,kochi,computer science,seminar,2026-06-21,mobile app,refunded,attended,vegan,150.0,1.5,3.0
s12639,ajay nair,other,2026-05-29,18,pune,management,seminar,2026-07-04,campus desk,refunded,registered,no-meal,250.0,2.0,3.0
s10266,anitha nair,unknown,2026-07-20,18,mysuru,electronics,cultural fest,2026-05-07,email,pending,absent,no-meal,200.0,2.5,5.0
s11669,ajay nair,female,2026-08-27,25,unknown,electronics,sports meet,2026-08-16,campus desk,paid,absent,vegetarian,200.0,2.5,3.0
s10610,lakshmi rao,female,2026-05-12,26,trichy,computer science,workshop,2026-03-25,website,paid,cancelled,vegetarian,100.0,4.0,3.0
s12274,priya sharma,female,2026-04-01,21,salem,civil engineering,hackathon,2026-03-21,walk-in,refunded,absent,non-vegetarian,200.0,2.5,4.0
s10768,suresh kumar,male,2026-07-23,23,bengaluru,mechanical,workshop,2026-10-06,walk-in,refunded,absent,vegetarian,750.0,1.5,3.0
s10494,suresh kumar,male,2026-08-08,18,coimbatore,civil engineering,hackathon,2026-07-22,mobile app,pending,attended,non-vegetarian,0.0,6.0,2.0
s10234,rahul menon,other,2026-04-08,17,trichy,management,sports meet,2026-02-14,campus desk,pending,cancelled,vegan,200.0,6.0,4.0
s12783,karthik rao,female,2026-01-21,24,unknown,management,workshop,2026-01-19,email,refunded,absent,no-meal,200.0,2.0,2.0
s12585,vijay menon,other,2026-08-22,27,mysuru,mechanical,sports meet,2026-07-19,email,refunded,absent,vegetarian,100.0,1.5,1.0
s11244,ravi patel,female,2026-05-16,18,pune,mechanical,career fair,2026-09-04,mobile app,refunded,attended,vegetarian,300.0,2.5,4.0
s10097,keerthi rao,other,2026-03-28,18,hyderabad,management,workshop,2026-03-21,website,refunded,registered,vegan,300.0,4.0,3.0
s12288,ravi patel,female,2026-02-14,22,trichy,civil engineering,hackathon,2026-01-30,mobile app,waived,registered,vegetarian,200.0,2.5,3.0
s11039,meena patel,other,2026-01-22,17,mysuru,civil engineering,sports meet,2026-11-01,website,pending,registered,no-meal,300.0,1.5,5.0
s11031,ravi patel,other,2026-07-02,25,mysuru,civil engineering,career fair,2026-01-14,walk-in,refunded,registered,vegetarian,150.0,2.0,3.0
s11248,meena patel,other,2026-08-08,17,unknown,civil engineering,hackathon,2026-01-07,walk-in,waived,registered,vegetarian,150.0,1.5,1.0
s11588,suresh kumar,male,2026-11-01,21,hyderabad,civil engineering,seminar,2025-11-23,campus desk,waived,attended,vegan,300.0,6.0,3.0
s10449,rahul menon,male,2026-08-24,24,hyderabad,mechanical,cultural fest,2026-08-14,email,paid,attended,non-vegetarian,750.0,2.5,3.0
s10048,vijay menon,other,2026-07-19,19,hyderabad,computer science,workshop,2026-05-31,campus desk,paid,absent,vegetarian,750.0,3.0,4.0
s11900,swetha menon,female,2026-03-07,26,salem,management,cultural fest,2026-01-22,website,paid,cancelled,unknown,250.0,2.0,5.0
s10517,arun kumar,other,2026-01-22,20,kochi,commerce,seminar,2025-11-26,website,waived,absent,vegetarian,500.0,2.0,5.0
s11745,meena patel,male,2026-08-27,17,chennai,management,seminar,2026-07-27,mobile app,paid,registered,vegetarian,200.0,2.5,3.0
s12019,meena patel,other,2026-06-12,19,hyderabad,arts,hackathon,2026-05-30,website,waived,absent,no-meal,750.0,2.5,1.0
s11982,priya sharma,male,2026-08-09,26,kochi,mechanical,seminar,2026-07-08,walk-in,waived,cancelled,vegetarian,500.0,4.0,1.0
s11020,suresh kumar,male,2026-08-26,23,bengaluru,management,career fair,2026-04-08,mobile app,waived,cancelled,non-vegetarian,150.0,3.0,3.0
s12563,arun kumar,male,2026-04-17,22,coimbatore,commerce,cultural fest,2026-06-04,website,refunded,registered,vegetarian,0.0,6.0,3.0
s11067,deepa sharma,male,2026-12-03,17,mysuru,electronics,sports meet,2026-05-02,website,pending,attended,unknown,500.0,2.5,3.0
s12593,manoj kumar,male,2026-02-14,24,madurai,electronics,workshop,2025-12-21,website,pending,cancelled,vegetarian,500.0,2.0,3.0
s12849,keerthi rao,male,2026-04-08,23,mysuru,civil engineering,workshop,2026-03-16,email,pending,registered,vegan,200.0,2.5,3.0
s11407,rahul menon,male,2026-03-01,23,unknown,computer science,hackathon,2026-01-01,unknown,refunded,cancelled,vegetarian,200.0,2.5,3.0
s12534,ravi patel,other,2026-06-13,18,pune,arts,seminar,2026-03-05,walk-in,pending,cancelled,no-meal,150.0,1.0,3.0
s12461,karthik rao,male,2026-03-31,27,mysuru,commerce,workshop,2026-03-03,unknown,waived,absent,non-vegetarian,200.0,2.5,5.0
s11963,anitha nair,male,2026-07-10,21,coimbatore,management,hackathon,2026-06-26,email,pending,registered,non-vegetarian,200.0,2.5,5.0
s12382,priya sharma,female,2026-01-28,19,coimbatore,computer science,cultural fest,2025-03-12,walk-in,paid,cancelled,non-vegetarian,200.0,2.5,1.0
s11418,vikram das,other,2026-04-10,24,pune,arts,career fair,2026-02-25,walk-in,refunded,cancelled,vegetarian,0.0,6.0,3.0
s11676,meena patel,female,2026-02-12,18,hyderabad,civil engineering,seminar,2025-12-30,email,pending,cancelled,non-vegetarian,200.0,2.5,4.0
s12401,keerthi rao,other,2026-06-10,22,salem,arts,hackathon,2026-05-16,campus desk,pending,attended,no-meal,500.0,3.0,2.0
s11829,vikram das,male,2026-01-28,17,kochi,computer science,hackathon,2025-12-15,campus desk,waived,absent,vegan,0.0,2.0,1.0
s12081,vikram das,female,2026-07-19,17,hyderabad,civil engineering,cultural fest,2026-03-07,mobile app,pending,cancelled,non-vegetarian,200.0,2.5,3.0
s10360,vijay menon,female,2026-06-22,27,madurai,management,sports meet,2026-04-05,website,paid,registered,no-meal,150.0,1.0,2.0
s12644,ravi patel,female,2026-06-07,19,madurai,arts,workshop,2026-05-24,unknown,pending,cancelled,no-meal,750.0,4.0,5.0
s11216,ravi patel,male,2026-09-01,19,kochi,management,workshop,2026-08-19,website,paid,attended,vegan,300.0,1.5,5.0
s10341,vijay menon,male,2026-01-28,24,pune,electronics,hackathon,2025-06-12,campus desk,paid,absent,non-vegetarian,100.0,2.5,3.0
s11043,deepa sharma,other,2026-01-28,20,bengaluru,civil engineering,workshop,2026-08-01,campus desk,pending,absent,vegetarian,750.0,2.0,5.0
s12470,rahul menon,male,2026-08-05,19,unknown,civil engineering,workshop,2026-08-07,email,paid,absent,no-meal,0.0,3.0,3.0
s10047,priya sharma,other,2026-07-03,21,coimbatore,unknown,hackathon,2026-07-06,email,paid,cancelled,vegan,750.0,2.5,3.0
s11398,swetha menon,female,2026-01-05,21,madurai,management,sports meet,2026-01-01,email,paid,cancelled,no-meal,0.0,3.0,2.0
s11648,deepa sharma,male,2026-04-19,26,salem,computer science,hackathon,1900-01-01,walk-in,paid,absent,no-meal,200.0,2.5,3.0
s12057,vikram das,other,2026-06-24,20,trichy,mechanical,cultural fest,2026-12-05,campus desk,paid,registered,vegetarian,750.0,3.0,2.0
s10291,suresh kumar,unknown,2026-02-21,21,trichy,mechanical,cultural fest,2026-02-14,website,pending,attended,vegetarian,250.0,1.5,3.0
s11922,deepa sharma,male,2026-07-14,22,mysuru,mechanical,seminar,2026-06-26,campus desk,pending,cancelled,vegan,300.0,6.0,1.0
s10711,suresh kumar,male,2026-07-30,26,coimbatore,arts,hackathon,2026-12-06,mobile app,refunded,absent,vegan,750.0,1.5,2.0
s12381,karthik rao,other,2026-06-28,23,pune,computer science,cultural fest,2026-06-14,email,refunded,registered,vegetarian,200.0,2.5,1.0
s12360,ajay nair,female,2026-01-06,19,madurai,electronics,cultural fest,2025-08-12,campus desk,refunded,cancelled,no-meal,200.0,2.5,4.0
s10530,keerthi rao,other,2026-04-07,20,kochi,electronics,career fair,2026-06-25,mobile app,pending,absent,non-vegetarian,750.0,1.5,5.0
s11507,swetha menon,other,2026-04-14,21,hyderabad,management,cultural fest,2026-06-03,email,waived,absent,no-meal,200.0,1.0,1.0
s11040,divya iyer,other,2026-01-12,27,madurai,management,cultural fest,2025-11-21,mobile app,pending,registered,non-vegetarian,100.0,1.5,3.0
s10747,pooja das,other,2026-02-22,17,coimbatore,computer science,career fair,2026-12-01,campus desk,refunded,cancelled,no-meal,200.0,1.5,3.0
s10300,priya sharma,female,2026-01-30,26,coimbatore,civil engineering,seminar,1900-01-01,mobile app,paid,cancelled,non-vegetarian,500.0,4.0,4.0
s10537,keerthi rao,other,2026-06-08,25,trichy,arts,career fair,2026-06-23,mobile app,refunded,attended,vegan,750.0,1.5,4.0
s10993,suresh kumar,female,2026-01-27,25,trichy,commerce,seminar,2025-01-12,campus desk,refunded,cancelled,no-meal,200.0,2.5,3.0
s10814,pooja das,male,2026-06-28,26,chennai,computer science,sports meet,2026-06-16,walk-in,waived,attended,vegan,150.0,1.0,4.0
s11139,ajay nair,male,2026-08-27,24,coimbatore,management,career fair,2026-11-08,email,paid,attended,vegan,200.0,1.0,5.0
s12627,lakshmi rao,female,2026-02-14,22,mysuru,management,cultural fest,2026-12-01,website,paid,cancelled,vegetarian,300.0,1.5,3.0
s10493,arun kumar,male,2026-06-15,22,bengaluru,computer science,hackathon,2026-08-05,mobile app,waived,cancelled,non-vegetarian,0.0,1.0,3.0
s11351,priya sharma,male,2026-06-19,17,trichy,commerce,hackathon,2026-06-16,mobile app,paid,cancelled,vegan,200.0,2.5,1.0
s10591,lakshmi rao,male,2026-04-16,23,unknown,computer science,seminar,2026-02-21,campus desk,pending,registered,vegetarian,750.0,3.0,3.0
s10521,naveen sharma,unknown,2026-02-20,27,unknown,mechanical,seminar,2026-01-22,mobile app,pending,cancelled,vegan,0.0,1.0,4.0
s12687,keerthi rao,male,2026-05-02,23,mysuru,commerce,hackathon,2026-01-25,campus desk,paid,registered,vegetarian,300.0,3.0,3.0
s12684,arun kumar,male,2026-07-24,21,madurai,arts,cultural fest,2026-04-06,campus desk,waived,absent,vegan,200.0,6.0,4.0
s11847,anitha nair,other,2026-07-31,26,pune,management,sports meet,2026-06-22,campus desk,waived,attended,unknown,500.0,2.0,5.0
s10558,lakshmi rao,male,2026-01-28,26,bengaluru,commerce,hackathon,2026-01-17,website,paid,attended,non-vegetarian,0.0,1.0,3.0
s10390,karthik rao,other,2026-08-22,26,mysuru,mechanical,hackathon,2026-03-08,campus desk,waived,absent,no-meal,150.0,6.0,5.0
s10866,vikram das,male,2026-06-20,24,trichy,electronics,hackathon,2026-01-06,walk-in,waived,cancelled,vegetarian,0.0,2.5,3.0
s10533,divya iyer,male,2026-07-17,26,madurai,civil engineering,sports meet,2026-06-25,email,waived,cancelled,no-meal,500.0,2.0,3.0
s10735,vikram das,female,2026-01-15,24,salem,management,sports meet,2026-07-01,email,paid,cancelled,unknown,200.0,2.5,1.0
s12530,ravi patel,female,2026-01-30,18,kochi,commerce,career fair,2025-12-24,email,pending,registered,vegetarian,200.0,2.5,1.0
s10839,swetha menon,other,2026-05-16,25,trichy,computer science,cultural fest,2026-04-28,mobile app,waived,absent,non-vegetarian,0.0,2.5,3.0
s10712,rahul menon,other,2026-08-22,19,trichy,mechanical,seminar,2026-08-18,email,paid,absent,vegetarian,200.0,2.5,3.0
s10252,vikram das,other,2026-02-23,19,kochi,civil engineering,career fair,2026-02-15,mobile app,pending,registered,vegan,0.0,6.0,3.0
s10984,deepa sharma,female,2026-06-30,22,bengaluru,civil engineering,hackathon,2026-05-06,website,pending,attended,non-vegetarian,200.0,2.5,3.0
s10781,ajay nair,unknown,2026-04-22,19,unknown,arts,workshop,2026-10-04,walk-in,waived,cancelled,non-vegetarian,150.0,4.0,2.0
s12414,ajay nair,female,2026-07-20,26,trichy,mechanical,cultural fest,2026-06-13,mobile app,refunded,absent,vegan,750.0,4.0,4.0
s10444,lakshmi rao,male,2026-08-08,25,mysuru,computer science,cultural fest,2026-07-23,walk-in,pending,registered,vegan,500.0,2.0,5.0
s10699,naveen sharma,male,2026-05-13,24,kochi,arts,seminar,2026-04-17,website,paid,attended,vegetarian,0.0,1.5,3.0
s11207,naveen sharma,other,2026-04-04,18,coimbatore,electronics,seminar,2026-02-28,website,refunded,attended,no-meal,150.0,6.0,5.0
s12123,keerthi rao,male,2026-08-24,24,chennai,management,cultural fest,2026-06-26,walk-in,pending,registered,vegan,200.0,1.0,5.0
s10011,anitha nair,male,2026-02-28,19,bengaluru,civil engineering,workshop,2026-01-24,website,pending,absent,no-meal,200.0,2.5,3.0
s11647,arun kumar,other,2026-06-23,21,pune,arts,workshop,2026-04-06,website,paid,cancelled,no-meal,150.0,1.5,3.0
s12496,swetha menon,other,2026-07-28,20,coimbatore,mechanical,cultural fest,2026-06-30,campus desk,waived,attended,no-meal,300.0,1.5,3.0
s11389,naveen sharma,female,2026-01-19,19,kochi,mechanical,hackathon,2025-12-16,walk-in,paid,absent,non-vegetarian,200.0,2.0,3.0
s10079,naveen sharma,female,2026-04-26,23,unknown,commerce,sports meet,2026-03-19,website,refunded,attended,non-vegetarian,100.0,2.5,3.0
s11208,deepa sharma,female,2026-01-03,19,coimbatore,arts,seminar,2026-02-26,unknown,paid,absent,no-meal,300.0,2.0,5.0
s10831,ravi patel,male,2026-03-29,23,mysuru,commerce,career fair,2026-02-14,email,refunded,absent,vegan,150.0,4.0,5.0
s11045,pooja das,other,2026-02-02,23,unknown,civil engineering,cultural fest,2026-08-01,website,paid,attended,vegetarian,100.0,1.5,2.0
s11383,suresh kumar,female,2026-04-12,24,kochi,mechanical,cultural fest,2026-03-17,mobile app,pending,cancelled,vegetarian,500.0,2.0,5.0
s11162,vikram das,other,2026-02-05,23,kochi,civil engineering,sports meet,2026-01-23,email,pending,attended,non-vegetarian,300.0,2.0,3.0
s11317,arun kumar,male,2026-07-21,24,coimbatore,civil engineering,hackathon,2026-06-21,email,waived,absent,no-meal,150.0,1.0,3.0
s11372,naveen sharma,other,2026-04-30,23,hyderabad,management,career fair,2026-04-28,website,waived,absent,unknown,150.0,1.0,5.0
s10194,arun kumar,unknown,2026-07-07,22,salem,computer science,cultural fest,2026-06-25,campus desk,pending,registered,unknown,0.0,1.0,2.0
s11779,arun kumar,other,2026-02-27,23,salem,management,workshop,2026-04-02,email,pending,registered,no-meal,200.0,2.5,3.0
s11980,meena patel,male,2026-01-23,22,kochi,mechanical,career fair,2025-12-26,mobile app,paid,cancelled,vegan,750.0,4.0,1.0
s11722,ravi patel,male,2026-06-22,18,coimbatore,commerce,workshop,2026-02-06,website,waived,cancelled,vegetarian,500.0,6.0,5.0
s10439,deepa sharma,other,2026-06-27,22,chennai,civil engineering,sports meet,2026-06-20,email,paid,registered,no-meal,0.0,2.0,1.0
s10026,lakshmi rao,male,2026-05-15,19,hyderabad,commerce,seminar,2026-04-14,email,refunded,cancelled,non-vegetarian,100.0,2.0,5.0
s12558,keerthi rao,male,2026-01-10,18,chennai,arts,cultural fest,2025-07-12,unknown,paid,cancelled,vegetarian,200.0,1.5,3.0
